variable,n,media,mediana,desv_std,min,max,q25,q75,IQR,asimetria,curtosis_exceso
NEE_F_ANNOPTLM,1096,0.0523301435276847,0.28416474895030286,1.0787698004879192,-4.646346609954309,3.739329792808016,-0.305580033484563,0.6374767159486009,0.9430567494331639,-1.2142512080486039,2.6125034109872693
FCH4_F_ANNOPTLM,1096,80.38539980376093,22.940701997347524,99.6452836889403,0.4121374315753008,690.1991148531216,9.689883835335197,150.5438924047308,140.8540085693956,1.5652175026738735,2.7640807263873377
WTD,1096,0.22575559837271741,0.2048020833333333,0.2138227775594239,-0.11875,0.7977916666666663,0.09037499999999996,0.3183229166666667,0.22794791666666672,0.5893320887201352,-0.23001420113409843
TS_1,1096,10.955549382485316,10.284388541666665,5.460962425971021,3.1242916666666662,22.11630208333334,5.393755729166667,16.314748958333336,10.920993229166669,0.17947909706501708,-1.4539080109695055
TS_2,1096,10.904696523246836,10.232788541666666,4.929416039766831,3.68578125,20.195883333333327,5.875975520833334,15.700181250000002,9.824205729166668,0.1601689676425681,-1.4851863541862182
TS_3,1096,11.010238268805342,10.357188541666666,4.434240394569381,4.462237500000001,18.794621621621623,6.464568229166668,15.350094791666669,8.8855265625,0.14367555825586054,-1.5002306359496544
TS_4,1096,10.970198678369421,10.356911458333332,3.9798976886846247,5.057500000000001,17.62509230769231,6.93139114583333,14.836888541666667,7.905497395833337,0.14007521357995045,-1.5051953375358749
TS_5,1096,10.930287966318183,10.385178125000001,3.5637209134382726,5.595408333333332,16.649979166666668,7.363829687499997,14.461100520833334,7.0972708333333365,0.13631390625374773,-1.5034365286215279
